,name,f0,f1,type
61,A61,-0.35564095601774826,-0.879754634632659,A
62,A62,-0.49827131180738915,-0.5861515334224566,A
63,A63,-0.6787742669430572,-0.9751442353792856,A
64,A64,-0.6732072992401408,-0.5896959836690026,A
65,A65,-0.995523699708299,-1.0,A
66,A66,-0.6463917659775111,-0.7889365742605985,A
67,A67,-0.512366578501376,-0.7036484972754821,A
68,A68,-0.5940058972168645,-1.0,A
69,A69,-0.4100492432786552,-0.8194063542568999,A
70,A70,-0.40113089424625115,-1.0,A
71,A71,-0.4741746268584759,-0.8969124158534402,A
72,A72,-0.02831751911702718,-0.6282452082115602,A
73,A73,-0.45280414685080494,-0.22036530503574303,A
74,A74,-0.2669090800229662,-0.260687766661047,A
75,A75,-0.3137325018111885,-0.871803036301479,A
76,A76,-0.4407921196831377,-0.931846987422749,A
77,A77,-0.3293665041701078,-0.3351336486224493,A
78,A78,-0.6780289701367015,-1.0,A
79,A79,0.31477347997411687,-0.6964552995070749,A
80,A80,-0.9373047062026498,-1.0,A
81,A81,-0.7203113096703673,-1.0,A
82,A82,-0.09911431042365071,-0.8197234604125972,A
83,A83,-0.1376034097595188,-1.0,A
84,A84,-0.38780775620776364,-1.0,A
85,A85,-0.4976691477392854,-1.0,A
86,A86,-0.5279980192959428,-1.0,A
87,A87,-0.1889169243533947,-0.7153639205132691,A
88,A88,-0.8789696748847634,-1.0,A
89,A89,-0.9159204438393096,-1.0,A
90,A90,-1.0,-1.0,A
91,A91,-0.7477095289611912,-0.6377330440298813,A
92,A92,-0.412151669820088,-0.33286699069446446,A
93,A93,-0.567420918683043,-0.509694160709631,A
94,A94,-0.4955135149610719,-0.5594313002164861,A
95,A95,-0.6636925602807564,-1.0,A
96,A96,-0.8714710881937675,-1.0,A
97,A97,-0.8136853222939519,-1.0,A
98,A98,-0.9119305870917856,-0.8428588785402196,A
99,A99,-1.0,-1.0,A
100,A100,-0.07220313046445448,-0.41648526333902447,A
101,A101,-0.18241197171791734,-0.8180776391383852,A
102,A102,-0.5953072164026374,-1.0,A
103,A103,0.22478339714429962,-1.0,A
104,A104,-0.08494654935470658,-0.8482983735482816,A
105,A105,-0.214073845729144,-1.0,A
106,A106,-0.6606872732557723,-1.0,A
107,A107,-0.02793734093415534,-1.0,A
108,A108,-0.209548345384163,-0.9990850010912965,A
109,A109,-0.7636753064582693,-1.0,A
110,A110,-0.7605340449733522,-1.0,A
111,A111,-0.7251188159765387,-1.0,A
112,A112,-0.22721368890316884,-1.0,A
113,A113,-0.4311611677595416,-1.0,A
114,A114,-0.6256233881615827,-1.0,A
115,A115,-0.09788501346567224,-1.0,A
116,A116,-0.7754435729558045,-1.0,A
117,A117,-0.9781318751714629,-1.0,A
118,A118,-0.9297491405898273,-1.0,A
119,A119,-0.9791734642043027,-1.0,A
120,A120,-0.9001066241289631,-1.0,A
121,A121,-0.6990255641281362,-1.0,A
122,A122,-0.6851350441465247,-1.0,A
123,A123,-1.0,-1.0,A
124,A124,-0.9391765937596575,-1.0,A
125,A125,-0.8411658991656635,-1.0,A
126,A126,-0.9875121748479594,-1.0,A
127,A127,-0.9648292853132614,-1.0,A
128,A128,-0.35953418326822606,-1.0,A
129,A129,-0.9336194076943879,-1.0,A
130,A130,-0.797107224713699,-1.0,A
131,A131,0.11123119094117273,-1.0,A
132,A132,0.2217245289851224,-0.40166206843523744,A
133,A133,-0.6388569877834427,-1.0,A
134,A134,-0.1029601686378886,-1.0,A
135,A135,-0.33192278828597277,-1.0,A
136,A136,-0.3471868823418266,-0.8866830985794053,A
137,A137,0.19314213846583472,-0.9298731994450165,A
138,A138,-0.5576968265174864,-1.0,A
139,A139,-0.7482535054846248,-1.0,A
140,A140,-0.9073042344428625,-1.0,A
141,A141,-0.6766488708016039,-1.0,A
142,A142,-0.8481620173844798,-1.0,A
143,A143,-0.8611532560356159,-1.0,A
144,A144,0.15292063578666215,-0.9031553372034901,A
145,A145,-0.33786062545432005,-1.0,A
146,A146,0.288002938765096,-0.9676941251234183,A
147,A147,-0.4637224476591636,-0.8181637143005243,A
148,A148,0.07619191284066851,-0.6954783901706074,A
149,A149,0.7918941253400078,-0.926903593723665,A
150,A150,-0.579221757220675,-1.0,A
151,A151,-0.41795270247064575,-1.0,A
152,A152,-0.19929565475984123,-1.0,A
153,A153,-0.6428058649324984,-1.0,A
154,A154,-0.9312287282109166,-1.0,A
155,A155,-0.9715252159131157,-1.0,A
156,A156,-0.925275069102626,-1.0,A
157,A157,-0.9736693538631433,-1.0,A
158,A158,-0.5645985290652907,-0.7317480633388014,A
159,A159,-0.8366793714577325,-1.0,A
160,A160,-0.4142895599547747,-1.0,A
161,A161,-1.0,-1.0,A
162,A162,-0.9403827357760405,-1.0,A
163,A163,-0.8662719942575978,-1.0,A
164,A164,-1.0,-1.0,A
165,A165,-0.9843729568436863,-1.0,A
166,A166,-0.7798257718273335,-1.0,A
167,A167,-0.9285959566714375,-1.0,A
168,A168,-0.7227994445115228,-1.0,A
169,A169,-0.7168870972296695,-1.0,A
170,A170,-0.5417423443917018,-0.5542081804030744,A
171,A171,-0.49926367793810267,-0.8231424223672035,A
172,A172,-0.6273191811659806,-1.0,A
173,A173,-0.9993226242997392,-1.0,A
174,A174,-0.6527691388671365,-1.0,A
175,A175,-0.8659884685762428,-1.0,A
176,A176,-1.0,-1.0,A
177,A177,-0.9831252561371322,-1.0,A
178,A178,-0.6915933341100948,-1.0,A
179,A179,-1.0,-1.0,A
180,A180,-1.0,-1.0,A
181,A181,-0.8130679268732122,-1.0,A
182,A182,-0.98155487383782,-1.0,A
183,A183,-0.9589590577098598,-1.0,A
184,A184,-0.9677063272663311,-1.0,A
185,A185,-0.8760302504960624,-1.0,A
186,A186,-1.0,-1.0,A
187,A187,-1.0,-1.0,A
188,A188,-0.9636801082562693,-1.0,A
189,A189,-0.900790188351839,-1.0,A
190,A190,-0.965576580918817,-1.0,A
191,A191,-0.8949487684242019,-1.0,A
192,A192,-1.0,-1.0,A
193,A193,-0.8840173388410402,-1.0,A
194,A194,-1.0,-1.0,A
195,A195,-1.0,-1.0,A
196,A196,-0.7410884573370478,-1.0,A
197,A197,-1.0,-1.0,A
198,A198,-1.0,-1.0,A
199,A199,-0.9438123721219724,-1.0,A
200,A200,-1.0,-1.0,A
201,A201,-0.9251159916397058,-1.0,A
202,A202,-1.0,-1.0,A
203,A203,-0.9650511812544573,-1.0,A
204,A204,-1.0,-1.0,A
205,A205,-1.0,-1.0,A
206,A206,-1.0,-1.0,A
207,A207,-1.0,-1.0,A
208,A208,-1.0,-1.0,A
209,A209,-1.0,-1.0,A
210,A210,-1.0,-1.0,A
211,A211,-1.0,-1.0,A
212,A212,-1.0,-1.0,A
213,A213,-1.0,-1.0,A
214,A214,-1.0,-1.0,A
215,A215,-1.0,-1.0,A
216,A216,-1.0,-1.0,A
217,A217,-0.921102521737968,-1.0,A
218,A218,-1.0,-1.0,A
219,A219,-1.0,-1.0,A
220,A220,-1.0,-1.0,A
221,A221,-0.9565119984426267,-1.0,A
222,A222,-1.0,-1.0,A
223,A223,-1.0,-1.0,A
224,A224,-1.0,-1.0,A
225,A225,-0.8958516202321958,-1.0,A
226,A226,-0.9730497068766372,-1.0,A
227,A227,-1.0,-1.0,A
228,A228,-1.0,-1.0,A
229,A229,-1.0,-1.0,A
230,A230,-1.0,-1.0,A
231,A231,-1.0,-1.0,A
232,A232,-0.805600449334845,-1.0,A
233,A233,-0.9542685637850601,-1.0,A
234,A234,-0.944998429438304,-1.0,A
235,A235,-0.8666343950581361,-1.0,A
236,A236,-0.9736402736910925,-1.0,A
237,A237,-0.9436888175251993,-1.0,A
238,A238,0.1441464953531677,-0.8008133101322286,A
239,A239,-1.0,-1.0,A
240,A240,-1.0,-1.0,A
241,A241,-1.0,-1.0,A
242,A242,-1.0,-1.0,A
243,A243,-0.7748944462329197,-1.0,A
244,A244,-0.8980272771272565,-1.0,A
245,A245,-1.0,-1.0,A
246,A246,-0.9763306687647847,-1.0,A
247,A247,-0.7108934355170745,-1.0,A
248,A248,-1.0,-1.0,A
249,A249,-0.894228191077115,-1.0,A
250,A250,-1.0,-1.0,A
251,A251,-1.0,-1.0,A
252,A252,-0.9547431723140155,-1.0,A
253,A253,-1.0,-1.0,A
254,A254,-1.0,-1.0,A
255,A255,-0.9097880009849243,-1.0,A
256,A256,-1.0,-1.0,A
257,A257,-1.0,-1.0,A
258,A258,-1.0,-1.0,A
259,A259,-1.0,-1.0,A
260,A260,-1.0,-1.0,A
261,A261,-1.0,-1.0,A
262,A262,-1.0,-1.0,A
263,A263,-1.0,-1.0,A
264,A264,-1.0,-1.0,A
265,A265,-1.0,-1.0,A
266,A266,-1.0,-1.0,A
267,A267,-1.0,-1.0,A
268,A268,-1.0,-1.0,A
269,A269,-1.0,-1.0,A
270,A270,-1.0,-1.0,A
271,A271,-0.9418271105888456,-1.0,A
272,A272,-1.0,-1.0,A
273,A273,-1.0,-1.0,A
274,A274,-1.0,-1.0,A
275,A275,-1.0,-1.0,A
276,A276,-0.9399532627755216,-1.0,A
277,A277,-1.0,-1.0,A
278,A278,-0.9786328212405297,-1.0,A
279,A279,-1.0,-1.0,A
280,A280,-0.7921819569796777,-1.0,A
281,A281,-0.8442785887269962,-1.0,A
282,A282,-0.8028619558304952,-1.0,A
283,A283,-0.8126236552280615,-1.0,A
284,A284,-0.5809051776779866,-1.0,A
285,A285,-1.0,-1.0,A
286,A286,-1.0,-1.0,A
287,A287,-0.9243847442094723,-1.0,A
288,A288,-0.8691474975148142,-1.0,A
289,A289,-1.0,-1.0,A
290,A290,-1.0,-1.0,A
291,A291,-1.0,-1.0,A
292,A292,-0.895204519204287,-1.0,A
293,A293,-1.0,-1.0,A
294,A294,-1.0,-1.0,A
295,A295,-0.7513187791933993,-1.0,A
296,A296,-0.9911810677399853,-1.0,A
297,A297,-1.0,-1.0,A
298,A298,-0.8578614208001876,-1.0,A
299,A299,-1.0,-1.0,A
300,A300,-0.5148592505237355,-1.0,A
301,A301,-0.974205600597468,-1.0,A
302,A302,-0.9876134247899995,-1.0,A
303,A303,-0.9595715430482534,-1.0,A
304,A304,-1.0,-1.0,A
305,A305,-1.0,-1.0,A
306,A306,-0.7894837854089867,-1.0,A
307,A307,-1.0,-1.0,A
308,A308,-1.0,-1.0,A
309,A309,-1.0,-1.0,A
310,A310,-0.9533494062612458,-1.0,A
311,A311,-1.0,-1.0,A
312,A312,-1.0,-1.0,A
313,A313,-1.0,-1.0,A
314,A314,-1.0,-1.0,A
315,A315,-0.6628693336538389,-1.0,A
316,A316,-0.9391788077588417,-1.0,A
317,A317,-1.0,-1.0,A
318,A318,-1.0,-1.0,A
319,A319,-1.0,-1.0,A
320,A320,-1.0,-1.0,A
321,A321,-0.9888714463037267,-1.0,A
322,A322,-1.0,-1.0,A
323,A323,-1.0,-1.0,A
324,A324,-1.0,-1.0,A
325,A325,-0.8467505972784863,-1.0,A
326,A326,-0.9922972925902526,-1.0,A
327,A327,-1.0,-1.0,A
328,A328,-1.0,-1.0,A
329,A329,-1.0,-1.0,A
330,A330,-1.0,-1.0,A
331,A331,-0.7128930291319673,-1.0,A
332,A332,-1.0,-1.0,A
333,A333,-1.0,-1.0,A
334,A334,-1.0,-1.0,A
335,A335,-1.0,-1.0,A
336,A336,-0.9566463541931969,-1.0,A
337,A337,-0.8430468445716446,-1.0,A
338,A338,-1.0,-1.0,A
339,A339,-1.0,-1.0,A
340,A340,-1.0,-1.0,A
341,A341,-0.8304136029785703,-1.0,A
342,A342,-1.0,-1.0,A
343,A343,-1.0,-1.0,A
344,A344,-1.0,-1.0,A
345,A345,-0.7199817271334399,-1.0,A
346,A346,-0.8826249462562388,-1.0,A
347,A347,-1.0,-1.0,A
348,A348,-1.0,-1.0,A
349,A349,-0.9816048944139495,-1.0,A
350,A350,-1.0,-1.0,A
351,A351,-1.0,-1.0,A
352,A352,-1.0,-1.0,A
353,A353,-0.8222180616045787,-1.0,A
354,A354,-1.0,-1.0,A
355,A355,-1.0,-1.0,A
356,A356,0.14748272683346642,-1.0,A
357,A357,1.0,-0.7459700448200256,A
358,A358,-1.0,-1.0,A
359,A359,-1.0,-1.0,A
360,A360,-0.6956489809430724,-1.0,A
361,A361,-0.2993405017716323,-1.0,A
362,A362,-0.7159723033928418,-1.0,A
363,A363,-0.594917556703772,-1.0,A
364,A364,-0.18495360492796176,-1.0,A
365,A365,-1.0,-1.0,A
366,A366,-0.14983566548824456,-1.0,A
367,A367,-0.832267355978554,-1.0,A
368,A368,-1.0,-1.0,A
369,A369,-1.0,-1.0,A
370,A370,-0.8941058153184622,-1.0,A
371,A371,-1.0,-1.0,A
372,A372,-1.0,-1.0,A
373,A373,-1.0,-1.0,A
374,A374,-1.0,-1.0,A
375,A375,-0.9636449083118708,-1.0,A
376,A376,-1.0,-1.0,A
377,A377,-0.9676606528091855,-1.0,A
378,A378,-0.9473154040646744,-1.0,A
379,A379,-0.9963589258243826,-1.0,A
380,A380,-1.0,-1.0,A
381,A381,-1.0,-1.0,A
382,A382,-0.912612060373104,-1.0,A
383,A383,-0.9271624821095947,-1.0,A
384,A384,-1.0,-1.0,A
385,A385,-0.9476853409755615,-1.0,A
386,A386,-1.0,-1.0,A
387,A387,-0.8457707764375679,-1.0,A
388,A388,-0.9476066251386858,-1.0,A
389,A389,-1.0,-1.0,A
390,A390,-1.0,-1.0,A
391,A391,-0.8822760599519545,-1.0,A
392,A392,-0.9914662010274355,-1.0,A
393,A393,-0.9258374885667289,-1.0,A
394,A394,-0.8931204279575096,-1.0,A
395,A395,-1.0,-1.0,A
396,A396,-1.0,-1.0,A
397,A397,-1.0,-1.0,A
398,A398,-1.0,-1.0,A
399,A399,-0.4016110813672231,-1.0,A
400,A400,-1.0,-1.0,A
401,A401,-1.0,-1.0,A
402,A402,-1.0,-1.0,A
403,A403,-1.0,-1.0,A
404,A404,-1.0,-1.0,A
405,A405,-1.0,-1.0,A
406,A406,-1.0,-1.0,A
407,A407,-1.0,-1.0,A
408,A408,-1.0,-1.0,A
409,A409,-1.0,-1.0,A
410,A410,-0.8746198427379741,-1.0,A
411,A411,-1.0,-1.0,A
412,A412,-1.0,-1.0,A
413,A413,-1.0,-1.0,A
414,A414,-1.0,-1.0,A
415,A415,-0.9866080130750234,-1.0,A
416,A416,-1.0,-1.0,A
417,A417,-1.0,-1.0,A
418,A418,-1.0,-1.0,A
419,A419,-1.0,-1.0,A
420,A420,-1.0,-1.0,A
421,A421,-0.9656084656000882,-1.0,A
422,A422,-1.0,-1.0,A
423,A423,-0.9377535402376882,-1.0,A
424,A424,-1.0,-1.0,A
425,A425,-0.9361711976663475,-1.0,A
426,A426,-1.0,-1.0,A
427,A427,-0.7487992939350709,-1.0,A
428,A428,-1.0,-1.0,A
429,A429,-1.0,-1.0,A
430,A430,-1.0,-1.0,A
431,A431,-0.9157855064315015,-1.0,A
432,A432,-1.0,-1.0,A
433,A433,-1.0,-1.0,A
434,A434,-1.0,-1.0,A
435,A435,-1.0,-1.0,A
436,A436,-0.9754185289372187,-1.0,A
437,A437,-0.9554891987754672,-1.0,A
438,A438,-1.0,-1.0,A
439,A439,-0.9827890904546845,-1.0,A
440,A440,-1.0,-1.0,A
441,A441,-1.0,-1.0,A
442,A442,-1.0,-1.0,A
443,A443,-0.9456489132440005,-1.0,A
444,A444,-0.912575170499869,-1.0,A
445,A445,-0.8935987455578979,-1.0,A
446,A446,-0.918555255517102,-1.0,A
447,A447,-0.7428959669053877,-0.7774281520502859,A
448,A448,-0.9136943598005136,-0.9819806276996023,A
449,A449,-1.0,-1.0,A
450,A450,-0.8272632931349988,-1.0,A
451,A451,-0.8902105405513112,-1.0,A
452,A452,-1.0,-1.0,A
453,A453,-0.8660234525591229,-1.0,A
454,A454,-0.9313322892145017,-1.0,A
455,A455,-1.0,-1.0,A
456,A456,-0.7683010238721313,-0.9637539257055382,A
457,A457,-0.8336448791386223,-0.8063081857224601,A
458,A458,-0.9261108114791798,-1.0,A
459,A459,-0.9851198207416912,-1.0,A
460,A460,-1.0,-1.0,A
461,A461,-0.9311172603862442,-1.0,A
462,A462,-0.8297374153169956,-0.8032977547535622,A
463,A463,-0.8266104970718495,-0.5744537367244973,A
464,A464,-0.8837551476342789,-0.6115064568029515,A
465,A465,-0.7450338312114417,-1.0,A
466,A466,-0.8246426484456166,-0.8177843230860975,A
467,A467,-1.0,-1.0,A
468,A468,-1.0,-1.0,A
469,A469,-1.0,-1.0,A
470,A470,-1.0,-1.0,A
471,A471,-0.9982341914863175,-1.0,A
472,A472,-1.0,-1.0,A
473,A473,-1.0,-1.0,A
474,A474,-0.9090337238751935,-1.0,A
475,A475,-0.9371964840109278,-1.0,A
476,A476,-1.0,-1.0,A
477,A477,-1.0,-1.0,A
478,A478,-1.0,-1.0,A
479,A479,-1.0,-1.0,A
480,A480,-1.0,-1.0,A
481,A481,-1.0,-1.0,A
482,A482,-0.8583522468049768,-1.0,A
483,A483,-0.8437049609363616,-0.740004059664122,A
484,A484,-0.6895573619707352,-1.0,A
485,A485,-0.49547993306059046,-0.9954197797830144,A
486,A486,-1.0,-1.0,A
487,A487,-0.917212714745029,-1.0,A
488,A488,-0.516765408394182,-1.0,A
489,A489,-0.9871010340183796,-1.0,A
490,A490,-0.7272555364912727,-0.8950440951577576,A
491,A491,-0.5757952091041276,-0.8729517293242058,A
492,A492,-0.15332661646911172,0.3918540769100103,A
493,A493,-0.3470332827632394,-0.12482567878975825,A
494,A494,-0.6668269333638807,-0.7443131777135146,A
495,A495,-0.3667679912735624,0.13382659879642067,A
496,A496,-0.5921999456848438,-0.19467390738175416,A
497,A497,-0.5456955777282432,0.8315275190636962,A
498,A498,-0.48677108092995025,0.16001943868656987,A
499,A499,-0.5856024122826027,-0.14953863956866187,A
500,A500,-0.7335639348070152,-0.4153141254154653,A
501,A501,-0.511923746473945,-0.5400057037719574,A
502,A502,-0.5776690424892983,-0.11034569467927746,A
503,A503,-0.8501380366412383,-0.4244481504284563,A
504,A504,-0.9757475797466515,-1.0,A
505,A505,-0.6989992130183766,-0.8075256591320761,A
506,A506,-0.7994457710201123,-1.0,A
507,A507,-0.7503327852956561,-0.7485589496521186,A
508,A508,-0.6714786124990371,0.07365878972744078,A
509,A509,-0.5992755013447499,-0.40254648881918154,A
510,A510,-0.47011904081960487,0.2684641083855359,A
511,A511,-0.5059847355693656,0.5444025231904281,A
512,A512,-0.615212021919431,0.06467594001947896,A
513,A513,-0.458427831369007,0.19386936339142902,A
514,A514,-0.4949839511401015,0.26587634577275554,A
515,A515,-0.6321145910264185,-0.4247004402644794,A
516,A516,-0.4789514567963412,0.053465063940171254,A
517,A517,-0.505506878701732,0.39007840324469467,A
518,A518,-0.5940228122526123,-0.2537574157635214,A
519,A519,-0.5820595366739982,0.253079359024599,A
520,A520,-0.735708534078872,0.2382746612787272,A
521,A521,-0.5889666584778275,-0.2942846281196817,A
522,A522,-1.0,-1.0,A
523,A523,-1.0,-1.0,A
524,A524,-0.8330838871044781,-0.7635954939506785,A
525,A525,-0.7038999871924227,-0.5903952194911433,A
526,A526,-0.995317665877709,-1.0,A
527,A527,-0.9001467315908707,-1.0,A
528,A528,-0.7808426958577976,-1.0,A
529,A529,-0.8227770775045958,-1.0,A
530,A530,-0.774808128105958,-0.40026977588748625,A
531,A531,-0.8604938559119291,-1.0,A
532,A532,-0.7005363657915225,-0.7483731408232391,A
533,A533,-0.8505884278950759,-0.9091161415503599,A
534,A534,-1.0,-1.0,A
535,A535,-0.7890561586332205,-1.0,A
536,A536,-0.7904589146912584,-0.4785285417414932,A
537,A537,-0.8067186050705593,-0.3738452375821377,A
538,A538,-0.88788609568684,-1.0,A
539,A539,-0.7641165621120739,-0.49767928937050676,A
540,A540,-1.0,-1.0,A
541,A541,-0.794420371463496,-0.9184243884235781,A
542,A542,-0.9316654622588065,-1.0,A
543,A543,-0.7168955597386453,-0.4714463005274384,A
544,A544,-0.912939787301883,-0.9479268915394808,A
545,A545,-0.876152739233406,-1.0,A
546,A546,-0.9109482473877196,-1.0,A
547,A547,-0.8114596788795839,-0.7490633430507814,A
548,A548,-0.8304436944346334,-0.6936380814815615,A
549,A549,-0.6820699986226073,-1.0,A
550,A550,-0.8642285168793676,-0.7859843503807522,A
551,A551,-0.7267377754759421,-0.01771381246654613,A
552,A552,-0.8235906943793929,-1.0,A
553,A553,-0.9124202066014527,-0.8117373819316891,A
554,A554,-0.8045864271692786,-0.9125137599945252,A
555,A555,-0.9601108416598947,-1.0,A
556,A556,-0.7953992525400979,-0.16036693250644163,A
557,A557,-0.8416840550306446,-0.15611788660316284,A
558,A558,-0.9141755336911075,-0.5690254610436623,A
559,A559,-0.6001926510347613,-0.10070424131800704,A
560,A560,-0.6507556680207938,0.17089822400468502,A
561,A561,-0.8252226360765302,-0.2702701472434681,A
562,A562,-0.6090756778998998,0.044117101504904,A
563,A563,-0.8080298001655802,-0.2551556103579632,A
564,A564,-0.6428028098873322,-0.07022140559369972,A
565,A565,-0.43005780290871143,0.22709087809563933,A
566,A566,-0.5230456064141753,0.5344008089810404,A
567,A567,-0.7430596874513011,0.17340634300518998,A
568,A568,-0.628930240647225,0.4782281742496466,A
569,A569,-0.41286975559690353,0.8295236128204297,A
570,A570,-0.8207783836982093,-0.3395290736306683,A
571,A571,-0.5701314068790952,0.4556461816174333,A
572,A572,-0.6420433310169431,-0.04511598338095246,A
573,A573,-0.6393287645058051,-0.18108345753252097,A
574,A574,-0.7497341257912742,-0.30168524718229106,A
575,A575,-0.8668558292356012,-0.8523732398071183,A
576,A576,-0.8009721693028571,-0.6440110405623545,A
577,A577,-0.7324836193151293,-1.0,A
578,A578,-0.7703072862426368,-0.46613073654595705,A
579,A579,-0.6931430806649133,-1.0,A
580,A580,-0.9278370356573659,-1.0,A
581,A581,-1.0,-1.0,A
582,A582,-1.0,-1.0,A
583,A583,-0.3499624310250192,-1.0,A
584,A584,-0.6463596825650779,-0.5504660929568033,A
585,A585,-0.8649709083345088,-1.0,A
586,A586,-0.5523765681622018,-0.25550511940129683,A
587,A587,-0.6996295694122978,-0.5761058143619366,A
588,A588,-0.9324309033524423,-0.9586115755621285,A
589,A589,-0.5767870361547203,0.21243223314418813,A
590,A590,-0.5810461327110266,0.3065072979095871,A
591,A591,-0.7152865649771568,-0.05616123779341886,A
592,A592,-0.6260821443255724,-0.05960902859738604,A
593,A593,-0.682497473204742,0.4283203066556529,A
594,A594,-0.7481449347319247,-0.12580957749955213,A
595,A595,-0.7912223461818606,-0.3952844429438468,A
596,A596,-0.8543507156014586,-0.1326453370359082,A
597,A597,-0.6685533231678843,-0.44707869135408385,A
598,A598,-0.7226256443203651,-0.05710157287915951,A
599,A599,-0.6507239368695032,-0.6342098470236512,A
600,A600,-0.7897327825890392,-1.0,A
601,A601,-0.735391645918338,-1.0,A
602,A602,-0.9358478172260345,-0.9608788183220823,A
603,A603,-0.684442334633701,-0.32644166535171026,A
604,A604,-0.716871424701401,0.03944455868713437,A
605,A605,-0.44960184336888154,-0.10881700850103038,A
606,A606,-0.7299798429709315,-0.19754771768093438,A
607,A607,-0.8231655828154203,-0.19227583101585255,A
608,A608,-0.7611103623689204,-0.7496425196213534,A
609,A609,-0.857759905697267,-0.4785286781205845,A
610,A610,-0.854471245094444,-0.8517360562669761,A
611,A611,-0.9651745111992602,-1.0,A
612,A612,-1.0,-1.0,A
613,A613,-0.9123183122407671,-0.8000158628770557,A
614,A614,-1.0,-1.0,A
615,A615,-0.8717603353597783,-1.0,A
616,A616,-0.6140843159034161,0.2435836586119009,A
617,A617,-0.7806950592500499,-0.17565231470266673,A
618,A618,-0.6519084659926133,-0.0468775376002295,A
619,A619,-0.4433473026527457,0.21487728207448997,A
620,A620,-0.40847167912922433,1.0,A
621,A621,-0.570316253418832,0.19748835524927033,A
622,A622,-0.7467385520861682,-1.0,A
623,A623,-0.979094395655731,-0.9248105063987886,A
624,A624,-0.8478981950777686,-0.4428559283955824,A
625,A625,-0.8533925069417583,-0.754023984167973,A
626,A626,-0.5703675068852694,0.18527057283855886,A
627,A627,-1.0,-1.0,A
628,A628,-0.6667863577071133,-0.01856388955851984,A
629,A629,-0.8623855161028245,-0.6642233047520817,A
630,A630,-0.8874496620684443,-1.0,A
631,A631,-0.8857523644437489,-1.0,A
632,A632,-0.6738329400306469,-0.529539299555551,A
633,A633,-0.8035568961707422,-0.9022859664900429,A
634,A634,-0.9973218628217096,-1.0,A
635,A635,-0.8434856735261788,-1.0,A
636,A636,-1.0,-1.0,A
637,A637,-0.9857923369562662,-1.0,A
638,A638,-0.9959082224689808,-1.0,A
639,A639,-0.9337442127732924,-1.0,A
640,A640,-0.894596092122635,-1.0,A
641,A641,-0.9386104586912105,-1.0,A
642,A642,-0.9695951922419077,-1.0,A
643,A643,-0.8804139767238462,-1.0,A
